Jahr;GEMEINDE_BFS_NR;GEMEINDE;Bezirk NR;BEZIRK;REGION_CODE;REGION;ANZAHL_PERSONEN_TOTAL
01.01.2016;155;Männedorf;7;Horgen;107;Pfannenstiel;10799
01.01.2011;177;Pfäffikon;8;Meilen;108;Zürcher Oberland;10817
01.01.2015;117;Hinwil;5;Dietikon;108;Zürcher Oberland;10830
01.01.2017;155;Männedorf;7;Horgen;107;Pfannenstiel;10913
01.01.2012;177;Pfäffikon;8;Meilen;108;Zürcher Oberland;11012
01.01.2010;52;Bassersdorf;3;Bülach;102;Glattal;11052
01.01.2010;2;Affoltern a.A.;1;Affoltern;105;Knonaueramt;11063
01.01.2016;117;Hinwil;5;Dietikon;108;Zürcher Oberland;11073
01.01.2013;177;Pfäffikon;8;Meilen;108;Zürcher Oberland;11089
01.01.2018;117;Hinwil;5;Dietikon;108;Zürcher Oberland;11117
01.01.2011;2;Affoltern a.A.;1;Affoltern;105;Knonaueramt;11140
01.01.2011;52;Bassersdorf;3;Bülach;102;Glattal;11157
01.01.2017;117;Hinwil;5;Dietikon;108;Zürcher Oberland;11179
01.01.2018;155;Männedorf;7;Horgen;107;Pfannenstiel;11207
01.01.2012;52;Bassersdorf;3;Bülach;102;Glattal;11229
01.01.2014;177;Pfäffikon;8;Meilen;108;Zürcher Oberland;11260
01.01.2012;2;Affoltern a.A.;1;Affoltern;105;Knonaueramt;11265
01.01.2019;117;Hinwil;5;Dietikon;108;Zürcher Oberland;11271
01.01.2019;155;Männedorf;7;Horgen;107;Pfannenstiel;11317
01.01.2013;52;Bassersdorf;3;Bülach;102;Glattal;11318
01.01.2013;2;Affoltern a.A.;1;Affoltern;105;Knonaueramt;11342
01.01.2020;117;Hinwil;5;Dietikon;108;Zürcher Oberland;11344
01.01.2014;52;Bassersdorf;3;Bülach;102;Glattal;11371
01.01.2020;155;Männedorf;7;Horgen;107;Pfannenstiel;11389
01.01.2015;177;Pfäffikon;8;Meilen;108;Zürcher Oberland;11439
01.01.2014;2;Affoltern a.A.;1;Affoltern;105;Knonaueramt;11540
01.01.2016;52;Bassersdorf;3;Bülach;102;Glattal;11551
01.01.2015;52;Bassersdorf;3;Bülach;102;Glattal;11561
01.01.2017;52;Bassersdorf;3;Bülach;102;Glattal;11593
01.01.2018;52;Bassersdorf;3;Bülach;102;Glattal;11668
01.01.2015;2;Affoltern a.A.;1;Affoltern;105;Knonaueramt;11695
01.01.2016;177;Pfäffikon;8;Meilen;108;Zürcher Oberland;11728
01.01.2011;118;Rüti;5;Dietikon;108;Zürcher Oberland;11802
01.01.2017;177;Pfäffikon;8;Meilen;108;Zürcher Oberland;11817
01.01.2019;52;Bassersdorf;3;Bülach;102;Glattal;11832
01.01.2016;2;Affoltern a.A.;1;Affoltern;105;Knonaueramt;11868
01.01.2018;177;Pfäffikon;8;Meilen;108;Zürcher Oberland;11899
01.01.2012;118;Rüti;5;Dietikon;108;Zürcher Oberland;11928
01.01.2013;118;Rüti;5;Dietikon;108;Zürcher Oberland;11928
01.01.2020;52;Bassersdorf;3;Bülach;102;Glattal;11931
01.01.2010;118;Rüti;5;Dietikon;108;Zürcher Oberland;11934
01.01.2014;118;Rüti;5;Dietikon;108;Zürcher Oberland;11979
01.01.2015;118;Rüti;5;Dietikon;108;Zürcher Oberland;12011
01.01.2016;118;Rüti;5;Dietikon;108;Zürcher Oberland;12012
01.01.2010;161;Zollikon;7;Horgen;107;Pfannenstiel;12033
01.01.2017;2;Affoltern a.A.;1;Affoltern;105;Knonaueramt;12080
01.01.2017;118;Rüti;5;Dietikon;108;Zürcher Oberland;12098
01.01.2011;161;Zollikon;7;Horgen;107;Pfannenstiel;12099
01.01.2018;118;Rüti;5;Dietikon;108;Zürcher Oberland;12124
01.01.2019;177;Pfäffikon;8;Meilen;108;Zürcher Oberland;12135
01.01.2012;161;Zollikon;7;Horgen;107;Pfannenstiel;12152
01.01.2020;177;Pfäffikon;8;Meilen;108;Zürcher Oberland;12180
01.01.2018;2;Affoltern a.A.;1;Affoltern;105;Knonaueramt;12201
01.01.2020;2;Affoltern a.A.;1;Affoltern;105;Knonaueramt;12246
01.01.2019;118;Rüti;5;Dietikon;108;Zürcher Oberland;12254
01.01.2019;2;Affoltern a.A.;1;Affoltern;105;Knonaueramt;12309
01.01.2013;161;Zollikon;7;Horgen;107;Pfannenstiel;12319
01.01.2010;138;Richterswil;6;Hinwil;106;Zimmerberg;12336
01.01.2020;118;Rüti;5;Dietikon;108;Zürcher Oberland;12485
01.01.2014;161;Zollikon;7;Horgen;107;Pfannenstiel;12517
01.01.2010;156;Meilen;7;Horgen;107;Pfannenstiel;12539
01.01.2011;138;Richterswil;6;Hinwil;106;Zimmerberg;12574
01.01.2011;156;Meilen;7;Horgen;107;Pfannenstiel;12685
01.01.2015;161;Zollikon;7;Horgen;107;Pfannenstiel;12744
01.01.2012;156;Meilen;7;Horgen;107;Pfannenstiel;12777
01.01.2016;161;Zollikon;7;Horgen;107;Pfannenstiel;12779
01.01.2012;138;Richterswil;6;Hinwil;106;Zimmerberg;12825
01.01.2017;161;Zollikon;7;Horgen;107;Pfannenstiel;12961
01.01.2018;161;Zollikon;7;Horgen;107;Pfannenstiel;12996
01.01.2013;138;Richterswil;6;Hinwil;106;Zimmerberg;12999
01.01.2014;138;Richterswil;6;Hinwil;106;Zimmerberg;13008
01.01.2019;161;Zollikon;7;Horgen;107;Pfannenstiel;13039
01.01.2013;156;Meilen;7;Horgen;107;Pfannenstiel;13046
01.01.2015;138;Richterswil;6;Hinwil;106;Zimmerberg;13177
01.01.2014;156;Meilen;7;Horgen;107;Pfannenstiel;13209
01.01.2020;161;Zollikon;7;Horgen;107;Pfannenstiel;13293
01.01.2016;138;Richterswil;6;Hinwil;106;Zimmerberg;13304
01.01.2017;138;Richterswil;6;Hinwil;106;Zimmerberg;13407
01.01.2018;138;Richterswil;6;Hinwil;106;Zimmerberg;13467
01.01.2012;154;Küsnacht;7;Horgen;107;Pfannenstiel;13485
01.01.2010;154;Küsnacht;7;Horgen;107;Pfannenstiel;13499
01.01.2011;154;Küsnacht;7;Horgen;107;Pfannenstiel;13506
01.01.2015;156;Meilen;7;Horgen;107;Pfannenstiel;13515
01.01.2019;138;Richterswil;6;Hinwil;106;Zimmerberg;13598
01.01.2010;69;Wallisellen;3;Bülach;102;Glattal;13616
01.01.2013;154;Küsnacht;7;Horgen;107;Pfannenstiel;13623
01.01.2020;138;Richterswil;6;Hinwil;106;Zimmerberg;13647
01.01.2016;156;Meilen;7;Horgen;107;Pfannenstiel;13701
01.01.2015;154;Küsnacht;7;Horgen;107;Pfannenstiel;13796
01.01.2014;154;Küsnacht;7;Horgen;107;Pfannenstiel;13820
01.01.2011;158;Stäfa;7;Horgen;107;Pfannenstiel;13864
01.01.2012;158;Stäfa;7;Horgen;107;Pfannenstiel;13866
01.01.2013;158;Stäfa;7;Horgen;107;Pfannenstiel;13894
01.01.2010;158;Stäfa;7;Horgen;107;Pfannenstiel;13923
01.01.2014;158;Stäfa;7;Horgen;107;Pfannenstiel;13931
01.01.2017;156;Meilen;7;Horgen;107;Pfannenstiel;13958
01.01.2011;69;Wallisellen;3;Bülach;102;Glattal;14028
01.01.2016;154;Küsnacht;7;Horgen;107;Pfannenstiel;14143
01.01.2012;69;Wallisellen;3;Bülach;102;Glattal;14149
01.01.2015;158;Stäfa;7;Horgen;107;Pfannenstiel;14152
01.01.2018;156;Meilen;7;Horgen;107;Pfannenstiel;14190
01.01.2016;158;Stäfa;7;Horgen;107;Pfannenstiel;14233
01.01.2017;154;Küsnacht;7;Horgen;107;Pfannenstiel;14250
01.01.2019;156;Meilen;7;Horgen;107;Pfannenstiel;14326
01.01.2018;154;Küsnacht;7;Horgen;107;Pfannenstiel;14348
01.01.2017;158;Stäfa;7;Horgen;107;Pfannenstiel;14389
01.01.2018;158;Stäfa;7;Horgen;107;Pfannenstiel;14467
01.01.2020;156;Meilen;7;Horgen;107;Pfannenstiel;14525
01.01.2019;154;Küsnacht;7;Horgen;107;Pfannenstiel;14537
01.01.2019;158;Stäfa;7;Horgen;107;Pfannenstiel;14708
01.01.2020;158;Stäfa;7;Horgen;107;Pfannenstiel;14782
01.01.2013;69;Wallisellen;3;Bülach;102;Glattal;14787
01.01.2020;154;Küsnacht;7;Horgen;107;Pfannenstiel;14806
01.01.2014;69;Wallisellen;3;Bülach;102;Glattal;15315
01.01.2010;66;Opfikon;3;Bülach;102;Glattal;15582
01.01.2015;69;Wallisellen;3;Bülach;102;Glattal;15603
01.01.2016;69;Wallisellen;3;Bülach;102;Glattal;15849
01.01.2017;69;Wallisellen;3;Bülach;102;Glattal;15855
01.01.2011;66;Opfikon;3;Bülach;102;Glattal;15967
01.01.2010;296;Illnau-Effretikon;8;Meilen;109;Winterthur und Umgebung;16016
01.01.2012;66;Opfikon;3;Bülach;102;Glattal;16045
01.01.2010;247;Schlieren;11;Winterthur;104;Limmattal;16103
01.01.2018;69;Wallisellen;3;Bülach;102;Glattal;16243
01.01.2013;66;Opfikon;3;Bülach;102;Glattal;16338
01.01.2011;296;Illnau-Effretikon;8;Meilen;109;Winterthur und Umgebung;16379
01.01.2010;131;Adliswil;6;Hinwil;106;Zimmerberg;16488
01.01.2012;296;Illnau-Effretikon;8;Meilen;109;Winterthur und Umgebung;16505
01.01.2010;96;Regensdorf;4;Dielsdorf;103;Furttal;16518
01.01.2013;296;Illnau-Effretikon;8;Meilen;109;Winterthur und Umgebung;16656
01.01.2014;296;Illnau-Effretikon;8;Meilen;109;Winterthur und Umgebung;16676
01.01.2011;247;Schlieren;11;Winterthur;104;Limmattal;16685
01.01.2015;296;Illnau-Effretikon;8;Meilen;109;Winterthur und Umgebung;16709
01.01.2016;296;Illnau-Effretikon;8;Meilen;109;Winterthur und Umgebung;16734
01.01.2019;69;Wallisellen;3;Bülach;102;Glattal;16774
01.01.2011;96;Regensdorf;4;Dielsdorf;103;Furttal;16824
01.01.2017;296;Illnau-Effretikon;8;Meilen;109;Winterthur und Umgebung;16928
01.01.2012;96;Regensdorf;4;Dielsdorf;103;Furttal;16951
01.01.2018;296;Illnau-Effretikon;8;Meilen;109;Winterthur und Umgebung;17039
01.01.2014;66;Opfikon;3;Bülach;102;Glattal;17085
01.01.2013;96;Regensdorf;4;Dielsdorf;103;Furttal;17132
01.01.2012;247;Schlieren;11;Winterthur;104;Limmattal;17170
01.01.2020;69;Wallisellen;3;Bülach;102;Glattal;17171
01.01.2010;141;Thalwil;6;Hinwil;106;Zimmerberg;17189
01.01.2011;141;Thalwil;6;Hinwil;106;Zimmerberg;17256
01.01.2012;141;Thalwil;6;Hinwil;106;Zimmerberg;17309
01.01.2019;296;Illnau-Effretikon;8;Meilen;109;Winterthur und Umgebung;17316
01.01.2020;296;Illnau-Effretikon;8;Meilen;109;Winterthur und Umgebung;17345
01.01.2010;199;Volketswil;9;Pfäffikon;102;Glattal;17412
01.01.2014;96;Regensdorf;4;Dielsdorf;103;Furttal;17443
01.01.2011;131;Adliswil;6;Hinwil;106;Zimmerberg;17472
01.01.2011;53;Bülach;3;Bülach;111;Zürcher Unterland;17472
01.01.2010;53;Bülach;3;Bülach;111;Zürcher Unterland;17478
01.01.2013;141;Thalwil;6;Hinwil;106;Zimmerberg;17496
01.01.2011;199;Volketswil;9;Pfäffikon;102;Glattal;17572
01.01.2013;247;Schlieren;11;Winterthur;104;Limmattal;17598
01.01.2014;141;Thalwil;6;Hinwil;106;Zimmerberg;17610
01.01.2016;141;Thalwil;6;Hinwil;106;Zimmerberg;17728
01.01.2015;141;Thalwil;6;Hinwil;106;Zimmerberg;17729
01.01.2012;199;Volketswil;9;Pfäffikon;102;Glattal;17743
01.01.2017;141;Thalwil;6;Hinwil;106;Zimmerberg;17784
01.01.2014;247;Schlieren;11;Winterthur;104;Limmattal;17873
01.01.2012;53;Bülach;3;Bülach;111;Zürcher Unterland;17928
01.01.2018;141;Thalwil;6;Hinwil;106;Zimmerberg;17964
01.01.2010;62;Kloten;3;Bülach;102;Glattal;17995
01.01.2012;131;Adliswil;6;Hinwil;106;Zimmerberg;17997
01.01.2015;96;Regensdorf;4;Dielsdorf;103;Furttal;18010
01.01.2013;199;Volketswil;9;Pfäffikon;102;Glattal;18040
01.01.2016;96;Regensdorf;4;Dielsdorf;103;Furttal;18112
01.01.2019;141;Thalwil;6;Hinwil;106;Zimmerberg;18121
01.01.2011;62;Kloten;3;Bülach;102;Glattal;18183
01.01.2013;131;Adliswil;6;Hinwil;106;Zimmerberg;18216
01.01.2017;96;Regensdorf;4;Dielsdorf;103;Furttal;18253
01.01.2020;141;Thalwil;6;Hinwil;106;Zimmerberg;18263
01.01.2014;62;Kloten;3;Bülach;102;Glattal;18329
01.01.2013;53;Bülach;3;Bülach;111;Zürcher Unterland;18348
01.01.2013;62;Kloten;3;Bülach;102;Glattal;18354
01.01.2012;62;Kloten;3;Bülach;102;Glattal;18373
01.01.2014;131;Adliswil;6;Hinwil;106;Zimmerberg;18381
01.01.2014;199;Volketswil;9;Pfäffikon;102;Glattal;18384
01.01.2018;96;Regensdorf;4;Dielsdorf;103;Furttal;18411
01.01.2015;62;Kloten;3;Bülach;102;Glattal;18412
01.01.2015;247;Schlieren;11;Winterthur;104;Limmattal;18414
01.01.2015;66;Opfikon;3;Bülach;102;Glattal;18482
01.01.2015;199;Volketswil;9;Pfäffikon;102;Glattal;18489
01.01.2019;96;Regensdorf;4;Dielsdorf;103;Furttal;18494
01.01.2016;199;Volketswil;9;Pfäffikon;102;Glattal;18499
01.01.2015;131;Adliswil;6;Hinwil;106;Zimmerberg;18551
01.01.2020;96;Regensdorf;4;Dielsdorf;103;Furttal;18551
01.01.2018;199;Volketswil;9;Pfäffikon;102;Glattal;18597
01.01.2017;199;Volketswil;9;Pfäffikon;102;Glattal;18615
01.01.2019;199;Volketswil;9;Pfäffikon;102;Glattal;18623
01.01.2016;131;Adliswil;6;Hinwil;106;Zimmerberg;18651
01.01.2017;247;Schlieren;11;Winterthur;104;Limmattal;18666
01.01.2018;247;Schlieren;11;Winterthur;104;Limmattal;18670
01.01.2018;131;Adliswil;6;Hinwil;106;Zimmerberg;18681
01.01.2016;247;Schlieren;11;Winterthur;104;Limmattal;18681
01.01.2017;131;Adliswil;6;Hinwil;106;Zimmerberg;18731
01.01.2019;247;Schlieren;11;Winterthur;104;Limmattal;18754
01.01.2014;53;Bülach;3;Bülach;111;Zürcher Unterland;18848
01.01.2020;199;Volketswil;9;Pfäffikon;102;Glattal;18851
01.01.2019;131;Adliswil;6;Hinwil;106;Zimmerberg;18869
01.01.2020;131;Adliswil;6;Hinwil;106;Zimmerberg;19004
01.01.2016;62;Kloten;3;Bülach;102;Glattal;19021
01.01.2015;53;Bülach;3;Bülach;111;Zürcher Unterland;19342
01.01.2017;62;Kloten;3;Bülach;102;Glattal;19362
01.01.2016;66;Opfikon;3;Bülach;102;Glattal;19461
01.01.2016;53;Bülach;3;Bülach;111;Zürcher Unterland;19503
01.01.2018;62;Kloten;3;Bülach;102;Glattal;19647
01.01.2017;53;Bülach;3;Bülach;111;Zürcher Unterland;19817
01.01.2017;66;Opfikon;3;Bülach;102;Glattal;19864
01.01.2020;247;Schlieren;11;Winterthur;104;Limmattal;19872
01.01.2019;62;Kloten;3;Bülach;102;Glattal;20079
01.01.2018;66;Opfikon;3;Bülach;102;Glattal;20252
01.01.2020;62;Kloten;3;Bülach;102;Glattal;20365
01.01.2018;53;Bülach;3;Bülach;111;Zürcher Unterland;20386
01.01.2019;66;Opfikon;3;Bülach;102;Glattal;20889
01.01.2020;66;Opfikon;3;Bülach;102;Glattal;20905
01.01.2010;295;Horgen;6;Hinwil;106;Zimmerberg;21041
01.01.2011;295;Horgen;6;Hinwil;106;Zimmerberg;21170
01.01.2019;53;Bülach;3;Bülach;111;Zürcher Unterland;21336
01.01.2012;295;Horgen;6;Hinwil;106;Zimmerberg;21386
01.01.2013;295;Horgen;6;Hinwil;106;Zimmerberg;21698
01.01.2020;53;Bülach;3;Bülach;111;Zürcher Unterland;21973
01.01.2010;121;Wetzikon;5;Dietikon;108;Zürcher Oberland;22081
01.01.2014;295;Horgen;6;Hinwil;106;Zimmerberg;22136
01.01.2015;295;Horgen;6;Hinwil;106;Zimmerberg;22309
01.01.2016;295;Horgen;6;Hinwil;106;Zimmerberg;22375
01.01.2017;295;Horgen;6;Hinwil;106;Zimmerberg;22411
01.01.2018;295;Horgen;6;Hinwil;106;Zimmerberg;22612
01.01.2011;121;Wetzikon;5;Dietikon;108;Zürcher Oberland;22636
01.01.2019;295;Horgen;6;Hinwil;106;Zimmerberg;22979
01.01.2020;295;Horgen;6;Hinwil;106;Zimmerberg;23073
01.01.2010;293;Wädenswil;6;Hinwil;106;Zimmerberg;23185
01.01.2012;121;Wetzikon;5;Dietikon;108;Zürcher Oberland;23254
01.01.2010;243;Dietikon;11;Winterthur;104;Limmattal;23578
01.01.2011;293;Wädenswil;6;Hinwil;106;Zimmerberg;23634
01.01.2013;121;Wetzikon;5;Dietikon;108;Zürcher Oberland;23659
01.01.2012;293;Wädenswil;6;Hinwil;106;Zimmerberg;23698
01.01.2013;293;Wädenswil;6;Hinwil;106;Zimmerberg;23722
01.01.2014;121;Wetzikon;5;Dietikon;108;Zürcher Oberland;23887
01.01.2014;293;Wädenswil;6;Hinwil;106;Zimmerberg;23977
01.01.2011;243;Dietikon;11;Winterthur;104;Limmattal;24114
01.01.2018;293;Wädenswil;6;Hinwil;106;Zimmerberg;24321
01.01.2015;293;Wädenswil;6;Hinwil;106;Zimmerberg;24330
01.01.2015;121;Wetzikon;5;Dietikon;108;Zürcher Oberland;24373
01.01.2016;293;Wädenswil;6;Hinwil;106;Zimmerberg;24427
01.01.2017;121;Wetzikon;5;Dietikon;108;Zürcher Oberland;24452
01.01.2017;293;Wädenswil;6;Hinwil;106;Zimmerberg;24455
01.01.2016;121;Wetzikon;5;Dietikon;108;Zürcher Oberland;24564
01.01.2019;293;Wädenswil;6;Hinwil;106;Zimmerberg;24569
01.01.2018;121;Wetzikon;5;Dietikon;108;Zürcher Oberland;24764
01.01.2012;243;Dietikon;11;Winterthur;104;Limmattal;24772
01.01.2020;293;Wädenswil;6;Hinwil;106;Zimmerberg;24808
01.01.2010;191;Dübendorf;9;Pfäffikon;102;Glattal;24882
01.01.2019;121;Wetzikon;5;Dietikon;108;Zürcher Oberland;24985
01.01.2020;121;Wetzikon;5;Dietikon;108;Zürcher Oberland;25038
01.01.2011;191;Dübendorf;9;Pfäffikon;102;Glattal;25124
01.01.2012;191;Dübendorf;9;Pfäffikon;102;Glattal;25299
01.01.2013;243;Dietikon;11;Winterthur;104;Limmattal;25326
01.01.2013;191;Dübendorf;9;Pfäffikon;102;Glattal;25719
01.01.2014;243;Dietikon;11;Winterthur;104;Limmattal;26178
01.01.2014;191;Dübendorf;9;Pfäffikon;102;Glattal;26264
01.01.2015;243;Dietikon;11;Winterthur;104;Limmattal;26633
01.01.2015;191;Dübendorf;9;Pfäffikon;102;Glattal;26759
01.01.2016;243;Dietikon;11;Winterthur;104;Limmattal;26929
01.01.2017;243;Dietikon;11;Winterthur;104;Limmattal;26936
01.01.2018;243;Dietikon;11;Winterthur;104;Limmattal;27146
01.01.2016;191;Dübendorf;9;Pfäffikon;102;Glattal;27510
01.01.2019;243;Dietikon;11;Winterthur;104;Limmattal;27661
01.01.2017;191;Dübendorf;9;Pfäffikon;102;Glattal;28002
01.01.2020;243;Dietikon;11;Winterthur;104;Limmattal;28028
01.01.2018;191;Dübendorf;9;Pfäffikon;102;Glattal;28579
01.01.2019;191;Dübendorf;9;Pfäffikon;102;Glattal;29228
01.01.2020;191;Dübendorf;9;Pfäffikon;102;Glattal;29854
01.01.2010;198;Uster;9;Pfäffikon;108;Zürcher Oberland;32285
01.01.2011;198;Uster;9;Pfäffikon;108;Zürcher Oberland;32547
01.01.2012;198;Uster;9;Pfäffikon;108;Zürcher Oberland;32710
01.01.2013;198;Uster;9;Pfäffikon;108;Zürcher Oberland;33048
01.01.2014;198;Uster;9;Pfäffikon;108;Zürcher Oberland;33383
01.01.2015;198;Uster;9;Pfäffikon;108;Zürcher Oberland;33853
01.01.2016;198;Uster;9;Pfäffikon;108;Zürcher Oberland;34216
01.01.2017;198;Uster;9;Pfäffikon;108;Zürcher Oberland;34442
01.01.2018;198;Uster;9;Pfäffikon;108;Zürcher Oberland;34647
01.01.2019;198;Uster;9;Pfäffikon;108;Zürcher Oberland;34986
01.01.2020;198;Uster;9;Pfäffikon;108;Zürcher Oberland;35295
01.01.2010;230;Winterthur;10;Uster;109;Winterthur und Umgebung;101203
01.01.2011;230;Winterthur;10;Uster;109;Winterthur und Umgebung;102966
01.01.2012;230;Winterthur;10;Uster;109;Winterthur und Umgebung;104366
01.01.2013;230;Winterthur;10;Uster;109;Winterthur und Umgebung;105461
01.01.2014;230;Winterthur;10;Uster;109;Winterthur und Umgebung;106552
01.01.2015;230;Winterthur;10;Uster;109;Winterthur und Umgebung;108044
01.01.2016;230;Winterthur;10;Uster;109;Winterthur und Umgebung;109377
01.01.2017;230;Winterthur;10;Uster;109;Winterthur und Umgebung;110570
01.01.2018;230;Winterthur;10;Uster;109;Winterthur und Umgebung;111558
01.01.2019;230;Winterthur;10;Uster;109;Winterthur und Umgebung;112911
01.01.2020;230;Winterthur;10;Uster;109;Winterthur und Umgebung;114087
01.01.2010;261;Zürich;12;Zürich;101;Stadt Zürich;372047
01.01.2011;261;Zürich;12;Zürich;101;Stadt Zürich;376008
01.01.2012;261;Zürich;12;Zürich;101;Stadt Zürich;379915
01.01.2013;261;Zürich;12;Zürich;101;Stadt Zürich;383708
01.01.2014;261;Zürich;12;Zürich;101;Stadt Zürich;390474
01.01.2015;261;Zürich;12;Zürich;101;Stadt Zürich;396027
01.01.2016;261;Zürich;12;Zürich;101;Stadt Zürich;401144
01.01.2017;261;Zürich;12;Zürich;101;Stadt Zürich;407447
01.01.2018;261;Zürich;12;Zürich;101;Stadt Zürich;413912
01.01.2019;261;Zürich;12;Zürich;101;Stadt Zürich;419012
01.01.2020;261;Zürich;12;Zürich;101;Stadt Zürich;420891
