Bezirks-Nr.;Bezirkbezeichnung;BFS;Gemeinde;Glas;Metalle;Altoel;Total_Glas_Metalle_Altoel;Jahr_Datum;Jahr;Gesamtsteuerfuss_ohne_Kirchen;Durchschnitt_Steuerfuss_ueber_alle_Jahre;ANZAHL_PERSONEN_TOTAL;Glas_pro_Kopf;Metalle_pro_Kopf;Altoel_pro_Kopf;Total_Glas_Metalle_altoel_pro_kopf;Glas_pro_Kopf_durchschnitt;Metalle_pro_Kopf_durchschnitt;altoel_pro_Kopf_durchschnitt;total_pro_kopf_durchschnitt;Steuerfuss_aenderung;Steuerfuss_aenderung_prozentual;Glas_pro_Kopf_aenderung;Glas_pro_Kopf_aenderung_prozent;Metalle_pro_Kopf_aenderung;Metalle_pro_Kopf_aenderung_prozent;Altoel_pro_Kopf_aenderung;Altoel_pro_Kopf_aenderung_prozent;Total_Glas_Metalle_altoel_pro_kopf_aenderung;Total_Glas_Metalle_altoel_pro_kopf_aenderung_prozent
11; Winterthur ;227; Seuzach ;242;48;2;292;01.01.2018;2018;101;;7320;0.033060109;0.006557377;0.000273224;0.03989071;;;;;;;;;;;;;;
4; Dielsdorf ;100; Stadel ;80;5;2;87;01.01.2019;2019;113;112.125;2296;0.034843206;0.0021777;0.00087108;0.037891986;0.031270542;0.007381923;0.000671353;0.039437786;1;0.89%;0.00101236;2.99%;-0.00329494;-60.21%;0.00037357;75.09%;-0.0014115;-3.59%
4; Dielsdorf ;100; Stadel ;68;11;1;79;01.01.2012;2012;112;;2010;0.033830846;0.005472637;0.000497512;0.039303483;;;;;;;;;;;;;;
4; Dielsdorf ;100; Stadel ;45;19;0;65;01.01.2013;2013;112;;2026;0.022211254;0.009378085;0;0.032082922;;;;;;;;;;;;;;
4; Dielsdorf ;100; Stadel ;73;14;0;88;01.01.2014;2014;112;;2159;0.03381195;0.006484484;0;0.040759611;;;;;;;;;;;;;;
4; Dielsdorf ;100; Stadel ;74;19;0;94;01.01.2015;2015;112;;2210;0.033484163;0.008597285;0;0.042533937;;;;;;;;;;;;;;
4; Dielsdorf ;100; Stadel ;67;15;5;87;01.01.2016;2016;112;;2224;0.030125899;0.006744604;0.002248201;0.039118705;;;;;;;;;;;;;;
4; Dielsdorf ;100; Stadel ;78;31;2;111;01.01.2017;2017;112;;2271;0.034346103;0.013650374;0.000880669;0.048877147;;;;;;;;;;;;;;
4; Dielsdorf ;100; Stadel ;63;15;2;80;01.01.2018;2018;112;;2290;0.027510917;0.006550218;0.000873362;0.034934498;;;;;;;;;;;;;;
8; Meilen ;158; Staefa ;449;32;3;484;01.01.2019;2019;88;88.75;14708;0.030527604;0.002175687;0.000203971;0.032907261;0.032896114;0.002726386;0.000218522;0.035841021;6;7.32%;-0.00142105;-4.45%;-0.00078119;-26.42%;0.00013187;182.90%;-0.00207038;-5.92%
8; Meilen ;158; Staefa ;443;41;1;485;01.01.2012;2012;82;;13866;0.031948651;0.002956873;7.21E-05;0.034977643;;;;;;;;;;;;;;
8; Meilen ;158; Staefa ;477;42;2;521;01.01.2013;2013;90;;13894;0.034331366;0.003022888;0.000143947;0.037498201;;;;;;;;;;;;;;
8; Meilen ;158; Staefa ;487;46;1;534;01.01.2014;2014;90;;13931;0.034958007;0.003301988;7.18E-05;0.038331778;;;;;;;;;;;;;;
8; Meilen ;158; Staefa ;475;39;2;516;01.01.2015;2015;90;;14152;0.033564161;0.002755794;0.000141323;0.036461278;;;;;;;;;;;;;;
8; Meilen ;158; Staefa ;476;42;6;524;01.01.2016;2016;90;;14233;0.033443406;0.002950889;0.000421556;0.03681585;;;;;;;;;;;;;;
8; Meilen ;158; Staefa ;482;42;6;530;01.01.2017;2017;90;;14389;0.033497811;0.002918896;0.000416985;0.036833692;;;;;;;;;;;;;;
8; Meilen ;158; Staefa ;447;25;4;476;01.01.2018;2018;90;;14467;0.030897906;0.001728071;0.000276491;0.032902468;;;;;;;;;;;;;;
1; Affoltern ;13; Stallikon ;109;11;0;120;01.01.2019;2019;101;94.125;3753;0.029043432;0.002930989;0;0.03197442;0.031194924;0.002963213;3.64E-05;0.034229679;15;17.44%;-0.00037725;-1.28%;-0.00040538;-12.15%;0;#DIV/0!;-0.00078263;-2.39%
1; Affoltern ;13; Stallikon ;97;11;0;108;01.01.2012;2012;86;;3297;0.029420685;0.003336366;0;0.032757052;;;;;;;;;;;;;;
1; Affoltern ;13; Stallikon ;106;10;0;117;01.01.2013;2013;86;;3321;0.031918097;0.003011141;0;0.035230352;;;;;;;;;;;;;;
1; Affoltern ;13; Stallikon ;133;10;0;143;01.01.2014;2014;91;;3290;0.040425532;0.003039514;0;0.043465046;;;;;;;;;;;;;;
1; Affoltern ;13; Stallikon ;112;11;1;123;01.01.2015;2015;91;;3438;0.03257708;0.003199535;0.000290867;0.035776614;;;;;;;;;;;;;;
1; Affoltern ;13; Stallikon ;87;10;0;97;01.01.2016;2016;98;;3629;0.023973546;0.00275558;0;0.026729126;;;;;;;;;;;;;;
1; Affoltern ;13; Stallikon ;117;10;0;128;01.01.2017;2017;98;;3687;0.031733116;0.002712232;0;0.034716572;;;;;;;;;;;;;;
1; Affoltern ;13; Stallikon ;112;10;0;122;01.01.2018;2018;102;;3676;0.0304679;0.002720348;0;0.033188248;;;;;;;;;;;;;;
2; Andelfingen ;292; Stammheim ;77;5;1;83;01.01.2019;2019;124;123.5;2785;0.027648115;0.001795332;0.000359066;0.029802513;0.032008783;0.009757709;0.000365911;0.042132403;2;1.64%;-0.00542216;-16.40%;-0.00910283;-83.53%;-0.00001673;-4.45%;-0.01454172;-32.79%
2; Andelfingen ;292; Stammheim ;88;29;1;118;01.01.2012;2012;122;;2661;0.033070274;0.010898159;0.000375799;0.044344231;;;;;;;;;;;;;;
2; Andelfingen ;292; Stammheim ;100;28;1;129;01.01.2013;2013;122;;2710;0.036900369;0.010332103;0.000369004;0.047601476;;;;;;;;;;;;;;
2; Andelfingen ;292; Stammheim ;97;43;2;142;01.01.2014;2014;124;;2727;0.035570224;0.015768243;0.000733407;0.052071874;;;;;;;;;;;;;;
2; Andelfingen ;292; Stammheim ;96;28;1;125;01.01.2015;2015;124;;2771;0.034644533;0.010104655;0.000360881;0.045110069;;;;;;;;;;;;;;
2; Andelfingen ;292; Stammheim ;91;36;1;128;01.01.2016;2016;124;;2746;0.033139111;0.013109978;0.000364166;0.046613256;;;;;;;;;;;;;;
2; Andelfingen ;292; Stammheim ;89;39;0;128;01.01.2017;2017;124;;2741;0.032469901;0.014228384;0;0.046698285;;;;;;;;;;;;;;
2; Andelfingen ;292; Stammheim ;62;5;1;68;01.01.2018;2018;124;;2740;0.022627737;0.001824818;0.000364964;0.024817518;;;;;;;;;;;;;;
4; Dielsdorf ;101; Steinmaur ;79;14;1;94;01.01.2019;2019;114;107.875;3611;0.021877596;0.003877042;0.000276932;0.02603157;0.025067364;0.004088822;0.000328095;0.029557654;7;6.54%;-0.00345818;-13.65%;-0.00009121;-2.30%;-0.00002832;-9.28%;-0.00357771;-12.08%
4; Dielsdorf ;101; Steinmaur ;83;13;1;97;01.01.2012;2012;107;;3276;0.025335775;0.003968254;0.00030525;0.02960928;;;;;;;;;;;;;;
4; Dielsdorf ;101; Steinmaur ;87;13;1;101;01.01.2013;2013;105;;3345;0.026008969;0.003886398;0.000298954;0.03019432;;;;;;;;;;;;;;
4; Dielsdorf ;101; Steinmaur ;76;13;1;91;01.01.2014;2014;105;;3376;0.022511848;0.003850711;0.000296209;0.026954976;;;;;;;;;;;;;;
4; Dielsdorf ;101; Steinmaur ;90;14;1;105;01.01.2015;2015;105;;3389;0.026556506;0.004131012;0.000295072;0.030982591;;;;;;;;;;;;;;
4; Dielsdorf ;101; Steinmaur ;89;20;1;111;01.01.2016;2016;108;;3439;0.025879616;0.005815644;0.000290782;0.032276825;;;;;;;;;;;;;;
4; Dielsdorf ;101; Steinmaur ;88;17;2;107;01.01.2017;2017;108;;3460;0.025433526;0.004913295;0.000578035;0.030924855;;;;;;;;;;;;;;
4; Dielsdorf ;101; Steinmaur ;95;8;1;104;01.01.2018;2018;111;;3527;0.026935072;0.002268217;0.000283527;0.029486816;;;;;;;;;;;;;;
2; Andelfingen ;39; Thalheim a.d.Th. ;23;8;0;31;01.01.2019;2019;105;107.5;942;0.024416136;0.008492569;0;0.032908705;0.026525637;0.007920561;0.000136314;0.034721711;-5;-4.55%;-0.00342351;-12.30%;0.00515181;154.21%;0;#DIV/0!;0.00061472;1.90%
2; Andelfingen ;39; Thalheim a.d.Th. ;25;3;0;29;01.01.2012;2012;110;;898;0.027839644;0.003340757;0;0.032293987;;;;;;;;;;;;;;
2; Andelfingen ;39; Thalheim a.d.Th. ;29;3;0;32;01.01.2013;2013;108;;916;0.031659389;0.003275109;0;0.034934498;;;;;;;;;;;;;;
2; Andelfingen ;39; Thalheim a.d.Th. ;25;6;0;31;01.01.2014;2014;108;;916;0.027292576;0.006550218;0;0.033842795;;;;;;;;;;;;;;
2; Andelfingen ;39; Thalheim a.d.Th. ;23;10;0;33;01.01.2015;2015;108;;903;0.025470653;0.011074197;0;0.03654485;;;;;;;;;;;;;;
2; Andelfingen ;39; Thalheim a.d.Th. ;26;10;0;36;01.01.2016;2016;107;;905;0.028729282;0.011049724;0;0.039779006;;;;;;;;;;;;;;
2; Andelfingen ;39; Thalheim a.d.Th. ;16;8;0;24;01.01.2017;2017;107;;922;0.017353579;0.00867679;0;0.026030369;;;;;;;;;;;;;;
2; Andelfingen ;39; Thalheim a.d.Th. ;27;10;1;38;01.01.2018;2018;107;;917;0.029443839;0.010905125;0.001090513;0.041439477;;;;;;;;;;;;;;
7; Horgen ;141; Thalwil ;546;75;4;625;01.01.2019;2019;85;82.5;18121;0.030130787;0.004138844;0.000220738;0.03449037;0.03188729;0.00427762;0.000240101;0.036397961;5;6.25%;-0.0031467;-9.46%;-0.00059858;-12.64%;-0.00006813;-23.58%;-0.0038134;-9.96%
7; Horgen ;141; Thalwil ;576;82;5;663;01.01.2012;2012;80;;17309;0.033277486;0.00473742;0.000288867;0.038303773;;;;;;;;;;;;;;
7; Horgen ;141; Thalwil ;562;78;5;645;01.01.2013;2013;80;;17496;0.032121628;0.004458162;0.00028578;0.036865569;;;;;;;;;;;;;;
7; Horgen ;141; Thalwil ;579;72;3;654;01.01.2014;2014;80;;17610;0.032879046;0.004088586;0.000170358;0.03713799;;;;;;;;;;;;;;
7; Horgen ;141; Thalwil ;583;69;5;656;01.01.2015;2015;80;;17729;0.032883975;0.003891928;0.000282024;0.037001523;;;;;;;;;;;;;;
7; Horgen ;141; Thalwil ;575;83;3;661;01.01.2016;2016;85;;17728;0.032434567;0.004681859;0.000169224;0.03728565;;;;;;;;;;;;;;
7; Horgen ;141; Thalwil ;540;73;5;618;01.01.2017;2017;85;;17784;0.030364372;0.004104813;0.000281152;0.034750337;;;;;;;;;;;;;;
7; Horgen ;141; Thalwil ;557;74;4;635;01.01.2018;2018;85;;17964;0.031006457;0.00411935;0.000222668;0.035348475;;;;;;;;;;;;;;
2; Andelfingen ;40; Truellikon ;30;15;2;47;01.01.2019;2019;114;112.625;1056;0.028409091;0.014204545;0.001893939;0.044507576;0.032443602;0.010543608;0.001817492;0.044681427;-1;-0.87%;-0.00417747;-12.82%;0.00605791;74.36%;0.00087561;85.98%;0.00275605;6.60%
2; Andelfingen ;40; Truellikon ;32;8;1;41;01.01.2012;2012;115;;982;0.032586558;0.00814664;0.00101833;0.041751527;;;;;;;;;;;;;;
2; Andelfingen ;40; Truellikon ;32;10;2;44;01.01.2013;2013;115;;989;0.032355915;0.010111223;0.002022245;0.044489383;;;;;;;;;;;;;;
2; Andelfingen ;40; Truellikon ;36;12;2;50;01.01.2014;2014;113;;1013;0.035538006;0.011846002;0.001974334;0.049358342;;;;;;;;;;;;;;
2; Andelfingen ;40; Truellikon ;33;10;2;44;01.01.2015;2015;111;;1014;0.032544379;0.009861933;0.001972387;0.043392505;;;;;;;;;;;;;;
2; Andelfingen ;40; Truellikon ;36;14;3;53;01.01.2016;2016;111;;1064;0.033834586;0.013157895;0.002819549;0.04981203;;;;;;;;;;;;;;
2; Andelfingen ;40; Truellikon ;35;10;2;47;01.01.2017;2017;111;;1054;0.033206831;0.009487666;0.001897533;0.04459203;;;;;;;;;;;;;;
2; Andelfingen ;40; Truellikon ;33;8;1;42;01.01.2018;2018;111;;1062;0.031073446;0.007532957;0.00094162;0.039548023;;;;;;;;;;;;;;
2; Andelfingen ;41; Truttikon ;13;8;1;22;01.01.2019;2019;124;123.5;464;0.028017241;0.017241379;0.002155172;0.047413793;0.026781479;0.015952294;0.001059482;0.043791002;2;1.64%;0.02801724;#DIV/0!;0.01724138;#DIV/0!;0.00215517;#DIV/0!;0.04741379;#DIV/0!
2; Andelfingen ;41; Truttikon ;0;0;0;0;01.01.2012;2012;122;;465;0;0;0;0;;;;;;;;;;;;;;
2; Andelfingen ;41; Truttikon ;18;4;0;22;01.01.2013;2013;122;;451;0.039911308;0.00886918;0;0.048780488;;;;;;;;;;;;;;
2; Andelfingen ;41; Truttikon ;15;4;0;19;01.01.2014;2014;124;;463;0.032397408;0.008639309;0;0.041036717;;;;;;;;;;;;;;
2; Andelfingen ;41; Truttikon ;15;10;0;26;01.01.2015;2015;124;;473;0.031712474;0.021141649;0;0.054968288;;;;;;;;;;;;;;
2; Andelfingen ;41; Truttikon ;14;14;1;28;01.01.2016;2016;124;;469;0.029850746;0.029850746;0.002132196;0.059701493;;;;;;;;;;;;;;
2; Andelfingen ;41; Truttikon ;14;8;1;23;01.01.2017;2017;124;;477;0.029350105;0.016771488;0.002096436;0.048218029;;;;;;;;;;;;;;
2; Andelfingen ;41; Truttikon ;11;12;1;24;01.01.2018;2018;124;;478;0.023012552;0.025104603;0.00209205;0.050209205;;;;;;;;;;;;;;
11; Winterthur ;228; Turbenthal ;146;48;3;197;01.01.2019;2019;122.02;121.86;4891;0.029850746;0.009813944;0.000613371;0.040278062;0.028778486;0.0092925;0.000345696;0.038476237;0.02;0.02%;0.00031586;1.07%;0.00167441;20.57%;0.00038081;163.75%;0.00213853;5.61%
11; Winterthur ;228; Turbenthal ;127;35;1;164;01.01.2012;2012;122;;4300;0.029534884;0.008139535;0.000232558;0.038139535;;;;;;;;;;;;;;
11; Winterthur ;228; Turbenthal ;122;35;1;159;01.01.2013;2013;122;;4334;0.028149515;0.008075681;0.000230734;0.036686664;;;;;;;;;;;;;;
11; Winterthur ;228; Turbenthal ;129;43;1;173;01.01.2014;2014;120.81;;4441;0.029047512;0.009682504;0.000225175;0.03895519;;;;;;;;;;;;;;
11; Winterthur ;228; Turbenthal ;131;47;0;179;01.01.2015;2015;122;;4469;0.029313045;0.010516894;0;0.040053703;;;;;;;;;;;;;;
11; Winterthur ;228; Turbenthal ;131;47;2;180;01.01.2016;2016;122.02;;4662;0.028099528;0.01008151;0.000429;0.038610039;;;;;;;;;;;;;;
11; Winterthur ;228; Turbenthal ;133;39;2;173;01.01.2017;2017;122.1;;4748;0.028011794;0.008213985;0.00042123;0.036436394;;;;;;;;;;;;;;
11; Winterthur ;228; Turbenthal ;138;48;3;189;01.01.2018;2018;121.93;;4890;0.028220859;0.009815951;0.000613497;0.038650307;;;;;;;;;;;;;;
8; Meilen ;159; Uetikon a.S. ;294;101;2;397;01.01.2019;2019;87;87.25;6191;0.047488289;0.016314004;0.00032305;0.064125343;0.043644789;0.01136551;0.000268934;0.055279233;-2;-2.25%;0.0104013;28.05%;0.00906518;125.06%;-0.0000141;-4.18%;0.01945238;43.54%
8; Meilen ;159; Uetikon a.S. ;220;43;2;265;01.01.2012;2012;89;;5932;0.037086986;0.00724882;0.000337154;0.04467296;;;;;;;;;;;;;;
8; Meilen ;159; Uetikon a.S. ;257;48;2;307;01.01.2013;2013;87;;5879;0.043714918;0.008164654;0.000340194;0.052219765;;;;;;;;;;;;;;
8; Meilen ;159; Uetikon a.S. ;258;59;1;318;01.01.2014;2014;87;;5948;0.043375925;0.009919301;0.000168124;0.053463349;;;;;;;;;;;;;;
8; Meilen ;159; Uetikon a.S. ;270;65;1;336;01.01.2015;2015;87;;5981;0.045142953;0.010867748;0.000167196;0.056177897;;;;;;;;;;;;;;
8; Meilen ;159; Uetikon a.S. ;283;71;1;355;01.01.2016;2016;87;;6042;0.046838795;0.011751076;0.000165508;0.058755379;;;;;;;;;;;;;;
8; Meilen ;159; Uetikon a.S. ;271;77;2;350;01.01.2017;2017;87;;6145;0.044100895;0.012530513;0.000325468;0.056956876;;;;;;;;;;;;;;
8; Meilen ;159; Uetikon a.S. ;255;87;2;344;01.01.2018;2018;87;;6158;0.041409549;0.014127964;0.000324781;0.055862293;;;;;;;;;;;;;;
5; Dietikon ;248; Uitikon ;179;9;2;190;01.01.2019;2019;82;79.875;4663;0.038387304;0.001930088;0.000428908;0.040746301;0.038961826;0.003955303;0.000268674;0.043093055;5;6.49%;0.0006084;1.61%;-0.00491575;-71.81%;0.00017536;69.16%;-0.00387845;-8.69%
5; Dietikon ;248; Uitikon ;149;27;1;176;01.01.2012;2012;77;;3944;0.037778905;0.006845842;0.00025355;0.044624746;;;;;;;;;;;;;;
5; Dietikon ;248; Uitikon ;165;15;1;181;01.01.2013;2013;77;;3912;0.042177914;0.003834356;0.000255624;0.046267894;;;;;;;;;;;;;;
5; Dietikon ;248; Uitikon ;167;15;1;182;01.01.2014;2014;77;;3960;0.042171717;0.003787879;0.000252525;0.045959596;;;;;;;;;;;;;;
5; Dietikon ;248; Uitikon ;167;15;2;184;01.01.2015;2015;77;;4107;0.040662284;0.003652301;0.000486973;0.044801558;;;;;;;;;;;;;;
5; Dietikon ;248; Uitikon ;162;20;0;182;01.01.2016;2016;83;;4145;0.039083233;0.00482509;0;0.043908323;;;;;;;;;;;;;;
5; Dietikon ;248; Uitikon ;154;14;2;169;01.01.2017;2017;83;;4239;0.036329323;0.003302666;0.000471809;0.039867893;;;;;;;;;;;;;;
5; Dietikon ;248; Uitikon ;152;15;0;167;01.01.2018;2018;83;;4330;0.035103926;0.003464203;0;0.038568129;;;;;;;;;;;;;;
5; Dietikon ;249; Unterengstringen ;129;4;0;133;01.01.2019;2019;102;96.25;3924;0.032874618;0.001019368;0;0.033893986;0.041958139;0.002047286;0.000139337;0.044213444;9;9.68%;-0.01310239;-28.50%;-0.0022226;-68.56%;-0.00029472;-100.00%;-0.01561972;-31.55%
5; Dietikon ;249; Unterengstringen ;156;11;1;168;01.01.2012;2012;93;;3393;0.045977011;0.003241969;0.000294724;0.049513705;;;;;;;;;;;;;;
5; Dietikon ;249; Unterengstringen ;138;11;0;150;01.01.2013;2013;91;;3448;0.040023202;0.003190255;0;0.04350348;;;;;;;;;;;;;;
5; Dietikon ;249; Unterengstringen ;163;9;1;172;01.01.2014;2014;91;;3568;0.045683857;0.002522422;0.000280269;0.048206278;;;;;;;;;;;;;;
5; Dietikon ;249; Unterengstringen ;174;5;1;181;01.01.2015;2015;94;;3627;0.047973532;0.00137855;0.00027571;0.049903502;;;;;;;;;;;;;;
5; Dietikon ;249; Unterengstringen ;167;11;0;178;01.01.2016;2016;99;;3744;0.044604701;0.002938034;0;0.047542735;;;;;;;;;;;;;;
5; Dietikon ;249; Unterengstringen ;147;4;1;153;01.01.2017;2017;100;;3788;0.038806758;0.001055966;0.000263992;0.040390707;;;;;;;;;;;;;;
5; Dietikon ;249; Unterengstringen ;154;4;0;158;01.01.2018;2018;100;;3877;0.039721434;0.001031726;0;0.04075316;;;;;;;;;;;;;;
5; Dietikon ;250; Urdorf ;252;10;1;263;01.01.2019;2019;118;118;9975;0.025263158;0.001002506;0.000100251;0.026365915;0.026017598;0.003841884;0.000129489;0.030001893;0;0.00%;-0.00477068;-15.88%;-0.00375638;-78.93%;-0.00011126;-52.60%;-0.00863832;-24.68%
5; Dietikon ;250; Urdorf ;284;45;2;331;01.01.2012;2012;118;;9456;0.030033841;0.004758883;0.000211506;0.03500423;;;;;;;;;;;;;;
5; Dietikon ;250; Urdorf ;241;53;1;295;01.01.2013;2013;118;;9505;0.025355076;0.005576013;0.000105208;0.031036297;;;;;;;;;;;;;;
5; Dietikon ;250; Urdorf ;233;47;1;281;01.01.2014;2014;118;;9611;0.024243055;0.00489023;0.000104047;0.029237332;;;;;;;;;;;;;;
5; Dietikon ;250; Urdorf ;268;34;1;304;01.01.2015;2015;118;;9673;0.027705986;0.003514938;0.000103381;0.031427685;;;;;;;;;;;;;;
5; Dietikon ;250; Urdorf ;261;43;2;306;01.01.2016;2016;118;;9641;0.027071881;0.004460118;0.000207447;0.031739446;;;;;;;;;;;;;;
5; Dietikon ;250; Urdorf ;238;35;1;274;01.01.2017;2017;118;;9768;0.024365274;0.003583129;0.000102375;0.028050778;;;;;;;;;;;;;;
5; Dietikon ;250; Urdorf ;237;29;1;267;01.01.2018;2018;118;;9833;0.024102512;0.002949253;0.000101698;0.027153463;;;;;;;;;;;;;;
10; Uster ;198; Uster ;1'043;274;7;1324;01.01.2019;2019;108.53;108.885;34986;0.029811925;0.007831704;0.00020008;0.037843709;0.031634542;0.008117121;0.000203027;0.039965846;-1.47;-1.34%;-0.00332779;-10.04%;0.0002805;3.71%;-0.00004449;-18.19%;-0.00309179;-7.55%
10; Uster ;198; Uster ;1'084;247;8;1339;01.01.2012;2012;110;;32710;0.033139713;0.007551208;0.000244574;0.040935494;;;;;;;;;;;;;;
10; Uster ;198; Uster ;1'056;245;7;1309;01.01.2013;2013;108.91;;33048;0.031953522;0.007413459;0.000211813;0.039609053;;;;;;;;;;;;;;
10; Uster ;198; Uster ;1'105;276;7;1389;01.01.2014;2014;108.82;;33383;0.03310068;0.008267681;0.000209688;0.041608004;;;;;;;;;;;;;;
10; Uster ;198; Uster ;1'088;304;6;1398;01.01.2015;2015;108.83;;33853;0.032138954;0.008980002;0.000177237;0.041296192;;;;;;;;;;;;;;
10; Uster ;198; Uster ;1'070;302;7;1379;01.01.2016;2016;108.8;;34216;0.03127192;0.00882628;0.000204583;0.040302782;;;;;;;;;;;;;;
10; Uster ;198; Uster ;1'062;279;6;1348;01.01.2017;2017;108.59;;34442;0.030834446;0.008100575;0.000174206;0.039138261;;;;;;;;;;;;;;
10; Uster ;198; Uster ;1'068;276;7;1351;01.01.2018;2018;108.6;;34647;0.03082518;0.007966058;0.000202038;0.038993275;;;;;;;;;;;;;;
2; Andelfingen ;43; Volken ;7;1;2;10;01.01.2019;2019;111;120;380;0.018421053;0.002631579;0.005263158;0.026315789;0.028072151;0.009058621;0.001029919;0.037748666;-11;-9.02%;-0.00087155;-4.52%;-0.01023016;-79.54%;0.00526316;#DIV/0!;-0.00583855;-18.16%
2; Andelfingen ;43; Volken ;6;4;0;10;01.01.2012;2012;122;;311;0.019292605;0.012861736;0;0.032154341;;;;;;;;;;;;;;
2; Andelfingen ;43; Volken ;9;4;0;12;01.01.2013;2013;122;;305;0.029508197;0.013114754;0;0.039344262;;;;;;;;;;;;;;
2; Andelfingen ;43; Volken ;9;2;0;11;01.01.2014;2014;124;;339;0.026548673;0.005899705;0;0.032448378;;;;;;;;;;;;;;
2; Andelfingen ;43; Volken ;9;2;0;12;01.01.2015;2015;124;;339;0.026548673;0.005899705;0;0.03539823;;;;;;;;;;;;;;
2; Andelfingen ;43; Volken ;11;4;1;16;01.01.2016;2016;124;;336;0.032738095;0.011904762;0.00297619;0.047619048;;;;;;;;;;;;;;
2; Andelfingen ;43; Volken ;12;4;0;15;01.01.2017;2017;119;;337;0.035608309;0.011869436;0;0.044510386;;;;;;;;;;;;;;
2; Andelfingen ;43; Volken ;13;3;0;16;01.01.2018;2018;114;;362;0.035911602;0.008287293;0;0.044198895;;;;;;;;;;;;;;
10; Uster ;199; Volketswil ;673;253;5;931;01.01.2019;2019;103;98.25;18623;0.036138109;0.013585351;0.000268485;0.049991945;0.034734139;0.012286141;0.000238025;0.047258477;8;8.42%;0.00034935;0.98%;0.00248238;22.36%;-0.00001332;-4.73%;0.00281841;5.97%
10; Uster ;199; Volketswil ;635;197;5;837;01.01.2012;2012;95;;17743;0.035788762;0.01110297;0.000281801;0.047173533;;;;;;;;;;;;;;
10; Uster ;199; Volketswil ;630;186;3;820;01.01.2013;2013;95;;18040;0.034922395;0.010310421;0.000166297;0.045454545;;;;;;;;;;;;;;
10; Uster ;199; Volketswil ;615;225;4;843;01.01.2014;2014;95;;18384;0.033453003;0.012238903;0.000217581;0.045855091;;;;;;;;;;;;;;
10; Uster ;199; Volketswil ;610;243;4;857;01.01.2015;2015;95;;18489;0.03299259;0.01314295;0.000216345;0.046351885;;;;;;;;;;;;;;
10; Uster ;199; Volketswil ;656;227;4;888;01.01.2016;2016;100;;18499;0.035461376;0.012270934;0.000216228;0.048002595;;;;;;;;;;;;;;
10; Uster ;199; Volketswil ;655;225;5;884;01.01.2017;2017;100;;18615;0.035186677;0.012087027;0.000268601;0.047488584;;;;;;;;;;;;;;
10; Uster ;199; Volketswil ;631;252;5;888;01.01.2018;2018;103;;18597;0.033930204;0.013550573;0.000268861;0.047749637;;;;;;;;;;;;;;
7; Horgen ;293; Waedenswil ;855;145;8;1008;01.01.2019;2019;104;104.25;24569;0.034799951;0.005901746;0.000325614;0.041027311;0.03264672;0.008731649;0.000403367;0.041781763;2;1.96%;0.001506;4.52%;-0.00304416;-34.03%;-0.00009636;-22.84%;-0.00167672;-3.93%
7; Horgen ;293; Waedenswil ;789;212;10;1012;01.01.2012;2012;102;;23698;0.033293949;0.008945903;0.000421977;0.042704026;;;;;;;;;;;;;;
7; Horgen ;293; Waedenswil ;769;246;11;1025;01.01.2013;2013;102;;23722;0.032417166;0.010370121;0.000463705;0.043208836;;;;;;;;;;;;;;
7; Horgen ;293; Waedenswil ;786;250;9;1045;01.01.2014;2014;104;;23977;0.032781416;0.010426659;0.00037536;0.043583434;;;;;;;;;;;;;;
7; Horgen ;293; Waedenswil ;793;268;8;1070;01.01.2015;2015;106;;24330;0.032593506;0.011015208;0.000328812;0.043978627;;;;;;;;;;;;;;
7; Horgen ;293; Waedenswil ;789;214;10;1012;01.01.2016;2016;106;;24427;0.032300323;0.008760797;0.000409383;0.041429566;;;;;;;;;;;;;;
7; Horgen ;293; Waedenswil ;745;179;11;935;01.01.2017;2017;106;;24455;0.030464118;0.007319567;0.000449806;0.03823349;;;;;;;;;;;;;;
7; Horgen ;293; Waedenswil ;791;173;11;975;01.01.2018;2018;104;;24321;0.032523334;0.007113194;0.000452284;0.040088812;;;;;;;;;;;;;;
6; Hinwil ;120; Wald ;320;108;2;430;01.01.2019;2019;122;120.75;10078;0.031752332;0.010716412;0.000198452;0.042667196;0.029038601;0.00895618;0.000169023;0.038203303;1;0.83%;0.00804243;33.92%;0.00202636;23.32%;-0.0001234;-38.34%;0.00994538;30.39%
6; Hinwil ;120; Wald ;221;81;3;305;01.01.2012;2012;121;;9321;0.023709902;0.008690055;0.000321854;0.032721811;;;;;;;;;;;;;;
6; Hinwil ;120; Wald ;268;74;1;344;01.01.2013;2013;121;;9314;0.028773889;0.007945029;0.000107365;0.036933648;;;;;;;;;;;;;;
6; Hinwil ;120; Wald ;270;78;1;349;01.01.2014;2014;120;;9446;0.028583527;0.008257463;0.000105865;0.036946856;;;;;;;;;;;;;;
6; Hinwil ;120; Wald ;285;81;1;368;01.01.2015;2015;119;;9421;0.030251566;0.008597813;0.000106146;0.039061671;;;;;;;;;;;;;;
6; Hinwil ;120; Wald ;279;81;2;362;01.01.2016;2016;119;;9591;0.029089772;0.008445418;0.000208529;0.037743718;;;;;;;;;;;;;;
6; Hinwil ;120; Wald ;292;91;1;385;01.01.2017;2017;122;;9758;0.029924165;0.009325681;0.00010248;0.039454806;;;;;;;;;;;;;;
