Bezirks-Nr.;Bezirkbezeichnung;BFS;Gemeinde;Glas;Metalle;Altoel;Total_Glas_Metalle_Altoel;Jahr_Datum;Jahr;Gesamtsteuerfuss_ohne_Kirchen;Durchschnitt_Steuerfuss_ueber_alle_Jahre;ANZAHL_PERSONEN_TOTAL;Glas_pro_Kopf;Metalle_pro_Kopf;Altoel_pro_Kopf;Total_Glas_Metalle_altoel_pro_kopf;Glas_pro_Kopf_durchschnitt;Metalle_pro_Kopf_durchschnitt;altoel_pro_Kopf_durchschnitt;total_pro_kopf_durchschnitt;Steuerfuss_aenderung;Steuerfuss_aenderung_prozentual;Glas_pro_Kopf_aenderung;Glas_pro_Kopf_aenderung_prozent;Metalle_pro_Kopf_aenderung;Metalle_pro_Kopf_aenderung_prozent;Altoel_pro_Kopf_aenderung;Altoel_pro_Kopf_aenderung_prozent;Total_Glas_Metalle_altoel_pro_kopf_aenderung;Total_Glas_Metalle_altoel_pro_kopf_aenderung_prozent
1; Affoltern ;8; Maschwanden ;12;2;0;14;01.01.2012;2012;122;;641;0.018720749;0.003120125;0;0.021840874;;;;;;;;;;;;;;
1; Affoltern ;8; Maschwanden ;13;3;0;16;01.01.2013;2013;122;;664;0.019578313;0.004518072;0;0.024096386;;;;;;;;;;;;;;
1; Affoltern ;8; Maschwanden ;14;2;0;16;01.01.2014;2014;124;;664;0.021084337;0.003012048;0;0.024096386;;;;;;;;;;;;;;
1; Affoltern ;8; Maschwanden ;10;3;0;14;01.01.2015;2015;124;;638;0.015673981;0.004702194;0;0.021943574;;;;;;;;;;;;;;
1; Affoltern ;8; Maschwanden ;13;1;0;14;01.01.2016;2016;124;;620;0.020967742;0.001612903;0;0.022580645;;;;;;;;;;;;;;
1; Affoltern ;8; Maschwanden ;13;1;0;14;01.01.2017;2017;130;;636;0.020440252;0.001572327;0;0.022012579;;;;;;;;;;;;;;
1; Affoltern ;8; Maschwanden ;16;1;0;17;01.01.2018;2018;131;;648;0.024691358;0.00154321;0;0.026234568;;;;;;;;;;;;;;
10; Uster ;195; Maur ;324;56;1;381;01.01.2019;2019;87;85.75;10462;0.030969222;0.005352705;9.56E-05;0.036417511;0.032528605;0.006092673;8.77E-05;0.038671356;5;6.10%;-0.00846886;-21.47%;-0.00120297;-18.35%;-0.00000846;-8.13%;-0.0096803;-21.00%
10; Uster ;195; Maur ;379;63;1;443;01.01.2012;2012;82;;9610;0.039438085;0.006555671;0.000104058;0.046097815;;;;;;;;;;;;;;
10; Uster ;195; Maur ;325;63;1;388;01.01.2013;2013;82;;9700;0.033505155;0.006494845;0.000103093;0.04;;;;;;;;;;;;;;
10; Uster ;195; Maur ;333;61;1;395;01.01.2014;2014;87;;9711;0.03429101;0.006281536;0.000102976;0.040675523;;;;;;;;;;;;;;
10; Uster ;195; Maur ;315;64;0;379;01.01.2015;2015;87;;9873;0.031905196;0.006482326;0;0.038387522;;;;;;;;;;;;;;
10; Uster ;195; Maur ;300;61;1;361;01.01.2016;2016;87;;10039;0.029883455;0.006076302;9.96E-05;0.035959757;;;;;;;;;;;;;;
10; Uster ;195; Maur ;300;59;1;359;01.01.2017;2017;87;;10148;0.029562475;0.005813953;9.85E-05;0.035376429;;;;;;;;;;;;;;
10; Uster ;195; Maur ;313;58;1;372;01.01.2018;2018;87;;10204;0.030674245;0.005684045;9.80E-05;0.036456292;;;;;;;;;;;;;;
8; Meilen ;156; Meilen ;613;242;3;858;01.01.2019;2019;84;79.625;14326;0.042789334;0.016892364;0.000209409;0.059891107;0.0348727;0.009149854;0.000126976;0.04414953;5;6.33%;0.01163961;37.37%;0.00992672;142.51%;0.00020941;#DIV/0!;0.02177574;57.13%
8; Meilen ;156; Meilen ;398;89;0;487;01.01.2012;2012;79;;12777;0.031149722;0.006965641;0;0.038115364;;;;;;;;;;;;;;
8; Meilen ;156; Meilen ;374;89;2;465;01.01.2013;2013;79;;13046;0.028667791;0.006822014;0.000153304;0.035643109;;;;;;;;;;;;;;
8; Meilen ;156; Meilen ;454;102;2;558;01.01.2014;2014;79;;13209;0.034370505;0.007722008;0.000151412;0.042243925;;;;;;;;;;;;;;
8; Meilen ;156; Meilen ;500;112;1;613;01.01.2015;2015;79;;13515;0.03699593;0.008287088;7.40E-05;0.045357011;;;;;;;;;;;;;;
8; Meilen ;156; Meilen ;498;118;1;617;01.01.2016;2016;79;;13701;0.036347712;0.00861251;7.30E-05;0.045033209;;;;;;;;;;;;;;
8; Meilen ;156; Meilen ;499;118;2;619;01.01.2017;2017;79;;13958;0.035750107;0.008453933;0.000143287;0.044347328;;;;;;;;;;;;;;
8; Meilen ;156; Meilen ;467;134;3;604;01.01.2018;2018;79;;14190;0.0329105;0.00944327;0.000211416;0.042565187;;;;;;;;;;;;;;
1; Affoltern ;9; Mettmenstetten ;125;7;1;133;01.01.2019;2019;100;100.25;5199;0.024043085;0.001346413;0.000192345;0.025581843;0.025263977;0.003615984;0.000290069;0.029141712;1;1.01%;-0.00359624;-13.01%;-0.00522359;-79.51%;-0.00026076;-57.55%;-0.00885404;-25.71%
1; Affoltern ;9; Mettmenstetten ;122;29;2;152;01.01.2012;2012;99;;4414;0.027639329;0.006570005;0.000453104;0.034435886;;;;;;;;;;;;;;
1; Affoltern ;9; Mettmenstetten ;120;27;1;148;01.01.2013;2013;99;;4420;0.027149321;0.006108597;0.000226244;0.033484163;;;;;;;;;;;;;;
1; Affoltern ;9; Mettmenstetten ;116;16;1;133;01.01.2014;2014;99;;4463;0.025991486;0.003585032;0.000224065;0.029800583;;;;;;;;;;;;;;
1; Affoltern ;9; Mettmenstetten ;115;11;1;127;01.01.2015;2015;102;;4659;0.024683408;0.002361022;0.000214638;0.027259068;;;;;;;;;;;;;;
1; Affoltern ;9; Mettmenstetten ;122;16;1;139;01.01.2016;2016;102;;4844;0.025185797;0.003303055;0.000206441;0.028695293;;;;;;;;;;;;;;
1; Affoltern ;9; Mettmenstetten ;118;17;2;137;01.01.2017;2017;101;;4865;0.024254882;0.003494347;0.0004111;0.028160329;;;;;;;;;;;;;;
1; Affoltern ;9; Mettmenstetten ;118;11;2;131;01.01.2018;2018;100;;5094;0.023164507;0.002159403;0.000392619;0.025716529;;;;;;;;;;;;;;
10; Uster ;196; Moenchaltorf ;107;34;0;141;01.01.2019;2019;111;109.125;3887;0.027527656;0.008747106;0;0.036274762;0.02734285;0.010026265;0.00017053;0.037504886;0;0.00%;-0.00067822;-2.40%;-0.00084871;-8.84%;0;#DIV/0!;-0.00123614;-3.30%
10; Uster ;196; Moenchaltorf ;97;33;0;129;01.01.2012;2012;111;;3439;0.028205874;0.009595813;0;0.037510904;;;;;;;;;;;;;;
10; Uster ;196; Moenchaltorf ;95;33;0;129;01.01.2013;2013;106;;3459;0.027464585;0.00954033;0;0.037294016;;;;;;;;;;;;;;
10; Uster ;196; Moenchaltorf ;94;37;1;131;01.01.2014;2014;106;;3618;0.025981205;0.010226645;0.000276396;0.03620785;;;;;;;;;;;;;;
10; Uster ;196; Moenchaltorf ;97;41;2;140;01.01.2015;2015;106;;3670;0.026430518;0.011171662;0.000544959;0.038147139;;;;;;;;;;;;;;
10; Uster ;196; Moenchaltorf ;106;35;2;143;01.01.2016;2016;111;;3684;0.028773073;0.009500543;0.000542888;0.038816504;;;;;;;;;;;;;;
10; Uster ;196; Moenchaltorf ;99;41;0;140;01.01.2017;2017;111;;3715;0.026648721;0.011036339;0;0.037685061;;;;;;;;;;;;;;
10; Uster ;196; Moenchaltorf ;104;39;0;143;01.01.2018;2018;111;;3753;0.027711164;0.010391687;0;0.038102851;;;;;;;;;;;;;;
4; Dielsdorf ;88; Neerach ;117;24;2;143;01.01.2019;2019;76;76;3174;0.036862004;0.007561437;0.00063012;0.04505356;0.036600286;0.006764484;0.000522096;0.043928707;0;0.00%;0.00373845;11.29%;0.0025929;52.19%;0.00063012;#DIV/0!;0.00663024;17.26%
4; Dielsdorf ;88; Neerach ;100;15;0;116;01.01.2012;2012;76;;3019;0.033123551;0.004968533;0;0.038423319;;;;;;;;;;;;;;
4; Dielsdorf ;88; Neerach ;113;22;2;137;01.01.2013;2013;76;;3021;0.037404833;0.007282357;0.000662032;0.045349222;;;;;;;;;;;;;;
4; Dielsdorf ;88; Neerach ;121;22;0;143;01.01.2014;2014;76;;3005;0.040266223;0.007321131;0;0.047587354;;;;;;;;;;;;;;
4; Dielsdorf ;88; Neerach ;117;21;0;138;01.01.2015;2015;76;;3044;0.038436268;0.006898817;0;0.045335085;;;;;;;;;;;;;;
4; Dielsdorf ;88; Neerach ;103;23;7;134;01.01.2016;2016;76;;3106;0.033161623;0.007405023;0.002253703;0.043142305;;;;;;;;;;;;;;
4; Dielsdorf ;88; Neerach ;120;20;0;139;01.01.2017;2017;76;;3140;0.038216561;0.006369427;0;0.044267516;;;;;;;;;;;;;;
4; Dielsdorf ;88; Neerach ;112;20;2;134;01.01.2018;2018;76;;3170;0.03533123;0.006309148;0.000630915;0.042271293;;;;;;;;;;;;;;
11; Winterthur ;223; Neftenbach ;192;73;3;268;01.01.2019;2019;109;103.5;5719;0.033572303;0.012764469;0.000524567;0.046861339;0.032682095;0.011062145;0.000609522;0.044353763;13;13.54%;0.00127852;3.96%;0.00298407;30.51%;-0.00002904;-5.25%;0.00423355;9.93%
11; Winterthur ;223; Neftenbach ;175;53;3;231;01.01.2012;2012;96;;5419;0.032293781;0.009780402;0.000553608;0.042627791;;;;;;;;;;;;;;
11; Winterthur ;223; Neftenbach ;161;56;2;219;01.01.2013;2013;96;;5438;0.029606473;0.010297904;0.000367782;0.040272159;;;;;;;;;;;;;;
11; Winterthur ;223; Neftenbach ;176;53;3;232;01.01.2014;2014;101;;5498;0.032011641;0.009639869;0.000545653;0.042197163;;;;;;;;;;;;;;
11; Winterthur ;223; Neftenbach ;181;60;6;247;01.01.2015;2015;101;;5500;0.032909091;0.010909091;0.001090909;0.044909091;;;;;;;;;;;;;;
11; Winterthur ;223; Neftenbach ;187;64;3;254;01.01.2016;2016;107;;5537;0.033772801;0.011558606;0.00054181;0.045873217;;;;;;;;;;;;;;
11; Winterthur ;223; Neftenbach ;186;62;4;252;01.01.2017;2017;109;;5533;0.033616483;0.011205494;0.000722935;0.045544912;;;;;;;;;;;;;;
11; Winterthur ;223; Neftenbach ;191;70;3;264;01.01.2018;2018;109;;5672;0.033674189;0.012341326;0.000528914;0.046544429;;;;;;;;;;;;;;
4; Dielsdorf ;89; Niederglatt ;144;39;36;219;01.01.2019;2019;107;107;4991;0.028851933;0.007814065;0.007212983;0.043878982;0.027953386;0.007849963;0.001214307;0.036991133;0;0.00%;0.00170657;6.29%;0.00102773;15.14%;0.00721298;#DIV/0!;0.00994728;29.32%
4; Dielsdorf ;89; Niederglatt ;124;31;0;155;01.01.2012;2012;107;;4568;0.027145359;0.00678634;0;0.033931699;;;;;;;;;;;;;;
4; Dielsdorf ;89; Niederglatt ;116;31;3;150;01.01.2013;2013;107;;4642;0.024989229;0.006678156;0.000646273;0.032313658;;;;;;;;;;;;;;
4; Dielsdorf ;89; Niederglatt ;130;38;0;167;01.01.2014;2014;107;;4713;0.02758328;0.008062805;0;0.035433906;;;;;;;;;;;;;;
4; Dielsdorf ;89; Niederglatt ;128;41;3;172;01.01.2015;2015;107;;4751;0.026941696;0.008629762;0.000631446;0.036202905;;;;;;;;;;;;;;
4; Dielsdorf ;89; Niederglatt ;137;39;3;179;01.01.2016;2016;107;;4889;0.02802209;0.007977091;0.000613622;0.036612804;;;;;;;;;;;;;;
4; Dielsdorf ;89; Niederglatt ;145;42;3;190;01.01.2017;2017;107;;4917;0.029489526;0.008541794;0.000610128;0.038641448;;;;;;;;;;;;;;
4; Dielsdorf ;89; Niederglatt ;151;41;0;192;01.01.2018;2018;107;;4934;0.030603972;0.008309688;0;0.03891366;;;;;;;;;;;;;;
4; Dielsdorf ;90; Niederhasli ;261;75;0;336;01.01.2019;2019;116;112.25;9340;0.027944325;0.008029979;0;0.035974304;0.028017796;0.007593236;0.000140374;0.035737055;5;4.50%;-0.00098794;-3.41%;-0.00012157;-1.49%;-0.00034443;-100.00%;-0.00133913;-3.59%
4; Dielsdorf ;90; Niederhasli ;252;71;3;325;01.01.2012;2012;111;;8710;0.028932262;0.00815155;0.000344432;0.037313433;;;;;;;;;;;;;;
4; Dielsdorf ;90; Niederhasli ;247;78;2;327;01.01.2013;2013;111;;8845;0.027925382;0.008818542;0.000226116;0.03697004;;;;;;;;;;;;;;
4; Dielsdorf ;90; Niederhasli ;266;57;3;326;01.01.2014;2014;111;;9028;0.02946389;0.006313691;0.0003323;0.03610988;;;;;;;;;;;;;;
4; Dielsdorf ;90; Niederhasli ;241;65;2;308;01.01.2015;2015;111;;9085;0.026527243;0.007154651;0.000220143;0.033902036;;;;;;;;;;;;;;
4; Dielsdorf ;90; Niederhasli ;247;64;0;311;01.01.2016;2016;111;;9168;0.026941536;0.006980803;0;0.033922339;;;;;;;;;;;;;;
4; Dielsdorf ;90; Niederhasli ;254;71;0;325;01.01.2017;2017;111;;9188;0.027644754;0.007727471;0;0.035372225;;;;;;;;;;;;;;
4; Dielsdorf ;90; Niederhasli ;266;70;0;336;01.01.2018;2018;116;;9248;0.028762976;0.007569204;0;0.03633218;;;;;;;;;;;;;;
4; Dielsdorf ;91; Niederweningen ;66;0;0;66;01.01.2019;2019;104;108;3072;0.021484375;0;0;0.021484375;0.022765118;0.004091886;0.000212234;0.027112777;-8;-7.14%;0.00045464;2.16%;-0.00616389;-100.00%;0;#DIV/0!;-0.00570924;-20.99%
4; Dielsdorf ;91; Niederweningen ;58;17;0;75;01.01.2012;2012;112;;2758;0.021029732;0.006163887;0;0.027193619;;;;;;;;;;;;;;
4; Dielsdorf ;91; Niederweningen ;69;13;1;83;01.01.2013;2013;108;;2787;0.024757804;0.004664514;0.000358809;0.029781127;;;;;;;;;;;;;;
4; Dielsdorf ;91; Niederweningen ;66;15;0;82;01.01.2014;2014;108;;2871;0.022988506;0.00522466;0;0.028561477;;;;;;;;;;;;;;
4; Dielsdorf ;91; Niederweningen ;67;15;1;83;01.01.2015;2015;108;;2856;0.023459384;0.005252101;0.00035014;0.029061625;;;;;;;;;;;;;;
4; Dielsdorf ;91; Niederweningen ;67;16;0;83;01.01.2016;2016;108;;2916;0.02297668;0.005486968;0;0.028463649;;;;;;;;;;;;;;
4; Dielsdorf ;91; Niederweningen ;71;15;2;88;01.01.2017;2017;108;;3024;0.023478836;0.004960317;0.000661376;0.029100529;;;;;;;;;;;;;;
4; Dielsdorf ;91; Niederweningen ;67;3;1;71;01.01.2018;2018;108;;3053;0.021945627;0.00098264;0.000327547;0.023255814;;;;;;;;;;;;;;
3; Buelach ;64; Nuerensdorf ;83;4;0;87;01.01.2019;2019;90;90;5593;0.014839979;0.00071518;0;0.015555158;0.026373073;0.006130901;0.000252597;0.032756571;0;0.00%;-0.01690304;-53.25%;-0.00802841;-91.82%;-0.00038016;-100.00%;-0.0253116;-61.94%
3; Buelach ;64; Nuerensdorf ;167;46;2;215;01.01.2012;2012;90;;5261;0.031743015;0.008743585;0.000380156;0.040866755;;;;;;;;;;;;;;
3; Buelach ;64; Nuerensdorf ;179;39;2;220;01.01.2013;2013;90;;5311;0.033703634;0.00734325;0.000376577;0.041423461;;;;;;;;;;;;;;
3; Buelach ;64; Nuerensdorf ;177;37;1;215;01.01.2014;2014;90;;5383;0.032881293;0.006873491;0.00018577;0.039940554;;;;;;;;;;;;;;
3; Buelach ;64; Nuerensdorf ;174;39;1;214;01.01.2015;2015;90;;5464;0.031844802;0.007137628;0.000183016;0.039165447;;;;;;;;;;;;;;
3; Buelach ;64; Nuerensdorf ;139;35;3;177;01.01.2016;2016;90;;5581;0.024905931;0.006271278;0.000537538;0.031714746;;;;;;;;;;;;;;
3; Buelach ;64; Nuerensdorf ;123;36;2;161;01.01.2017;2017;90;;5591;0.021999642;0.00643892;0.000357718;0.02879628;;;;;;;;;;;;;;
3; Buelach ;64; Nuerensdorf ;107;31;0;138;01.01.2018;2018;90;;5612;0.019066287;0.005523877;0;0.024590164;;;;;;;;;;;;;;
3; Buelach ;65; Oberembrach ;25;10;1;36;01.01.2019;2019;117;117.75;1101;0.02270663;0.009082652;0.000908265;0.032697548;0.022463528;0.01109852;0.000935789;0.034383263;-2;-1.68%;-0.00168361;-6.90%;-0.00164906;-15.37%;-0.00006735;-6.90%;-0.00340001;-9.42%
3; Buelach ;65; Oberembrach ;25;11;1;37;01.01.2012;2012;119;;1025;0.024390244;0.010731707;0.00097561;0.036097561;;;;;;;;;;;;;;
3; Buelach ;65; Oberembrach ;24;11;0;35;01.01.2013;2013;119;;1094;0.021937843;0.010054845;0;0.031992687;;;;;;;;;;;;;;
3; Buelach ;65; Oberembrach ;21;18;2;40;01.01.2014;2014;119;;1091;0.019248396;0.016498625;0.001833181;0.036663611;;;;;;;;;;;;;;
3; Buelach ;65; Oberembrach ;25;11;1;37;01.01.2015;2015;117;;1066;0.023452158;0.010318949;0.000938086;0.034709193;;;;;;;;;;;;;;
3; Buelach ;65; Oberembrach ;22;10;1;33;01.01.2016;2016;117;;1068;0.020599251;0.009363296;0.00093633;0.030898876;;;;;;;;;;;;;;
3; Buelach ;65; Oberembrach ;24;12;1;37;01.01.2017;2017;117;;1057;0.022705771;0.011352886;0.000946074;0.03500473;;;;;;;;;;;;;;
3; Buelach ;65; Oberembrach ;26;12;1;39;01.01.2018;2018;117;;1054;0.024667932;0.011385199;0.000948767;0.037001898;;;;;;;;;;;;;;
5; Dietikon ;245; Oberengstringen ;158;12;1;171;01.01.2019;2019;112;108.5;6739;0.023445615;0.00178068;0.00014839;0.025374685;0.026311022;0.003449633;0.000229784;0.030029095;7;6.67%;-0.00406728;-14.78%;-0.00306534;-63.25%;-0.00016426;-52.54%;-0.0074532;-22.70%
5; Dietikon ;245; Oberengstringen ;176;31;2;210;01.01.2012;2012;105;;6397;0.027512897;0.004846022;0.000312647;0.032827888;;;;;;;;;;;;;;
5; Dietikon ;245; Oberengstringen ;178;27;2;207;01.01.2013;2013;105;;6444;0.027622595;0.004189944;0.000310366;0.032122905;;;;;;;;;;;;;;
5; Dietikon ;245; Oberengstringen ;176;27;1;205;01.01.2014;2014;105;;6539;0.02691543;0.004129072;0.000152929;0.031350359;;;;;;;;;;;;;;
5; Dietikon ;245; Oberengstringen ;181;27;1;209;01.01.2015;2015;105;;6549;0.027637807;0.004122767;0.000152695;0.031913269;;;;;;;;;;;;;;
5; Dietikon ;245; Oberengstringen ;177;28;1;206;01.01.2016;2016;112;;6563;0.026969374;0.004266342;0.000152369;0.031388085;;;;;;;;;;;;;;
5; Dietikon ;245; Oberengstringen ;170;19;2;191;01.01.2017;2017;112;;6569;0.025879129;0.002892373;0.00030446;0.029075963;;;;;;;;;;;;;;
5; Dietikon ;245; Oberengstringen ;161;9;2;172;01.01.2018;2018;112;;6570;0.024505327;0.001369863;0.000304414;0.026179604;;;;;;;;;;;;;;
4; Dielsdorf ;92; Oberglatt ;156;32;2;190;01.01.2019;2019;122;122;7208;0.021642619;0.004439512;0.000277469;0.0263596;0.023959344;0.004980598;0.000314052;0.029253995;0;0.00%;-0.0065752;-23.30%;-0.000676;-13.21%;-0.00005256;-15.93%;-0.00730377;-21.70%
4; Dielsdorf ;92; Oberglatt ;171;31;2;204;01.01.2012;2012;122;;6060;0.028217822;0.005115512;0.000330033;0.033663366;;;;;;;;;;;;;;
4; Dielsdorf ;92; Oberglatt ;167;35;1;203;01.01.2013;2013;122;;6460;0.025851393;0.005417957;0.000154799;0.031424149;;;;;;;;;;;;;;
4; Dielsdorf ;92; Oberglatt ;156;35;2;193;01.01.2014;2014;122;;6632;0.023522316;0.005277443;0.000301568;0.029101327;;;;;;;;;;;;;;
4; Dielsdorf ;92; Oberglatt ;155;34;3;192;01.01.2015;2015;122;;6789;0.02283105;0.005008101;0.000441891;0.028281043;;;;;;;;;;;;;;
4; Dielsdorf ;92; Oberglatt ;167;35;3;205;01.01.2016;2016;122;;6940;0.024063401;0.005043228;0.000432277;0.029538905;;;;;;;;;;;;;;
4; Dielsdorf ;92; Oberglatt ;159;36;4;199;01.01.2017;2017;122;;6964;0.022831706;0.005169443;0.000574383;0.028575531;;;;;;;;;;;;;;
4; Dielsdorf ;92; Oberglatt ;161;31;0;192;01.01.2018;2018;122;;7088;0.022714447;0.004373589;0;0.027088036;;;;;;;;;;;;;;
7; Horgen ;137; Oberrieden ;155;17;4;176;01.01.2019;2019;88;85;4996;0.03102482;0.003402722;0.000800641;0.035228183;0.032118987;0.003193145;0.000274667;0.035611997;6;7.32%;-0.00240922;-7.21%;-0.00022266;-6.14%;0.00059923;297.52%;-0.00203264;-5.46%
7; Horgen ;137; Oberrieden ;166;18;1;185;01.01.2012;2012;82;;4965;0.033434038;0.003625378;0.00020141;0.037260826;;;;;;;;;;;;;;
7; Horgen ;137; Oberrieden ;161;18;2;182;01.01.2013;2013;82;;4961;0.032453134;0.003628301;0.000403145;0.036686152;;;;;;;;;;;;;;
7; Horgen ;137; Oberrieden ;164;17;1;182;01.01.2014;2014;82;;5016;0.032695375;0.003389155;0.000199362;0.036283892;;;;;;;;;;;;;;
7; Horgen ;137; Oberrieden ;166;16;1;183;01.01.2015;2015;84;;5027;0.033021683;0.003182813;0.000198926;0.036403422;;;;;;;;;;;;;;
7; Horgen ;137; Oberrieden ;163;18;0;181;01.01.2016;2016;86;;5017;0.032489536;0.003587801;0;0.036077337;;;;;;;;;;;;;;
7; Horgen ;137; Oberrieden ;153;17;1;171;01.01.2017;2017;88;;5071;0.030171564;0.003352396;0.0001972;0.03372116;;;;;;;;;;;;;;
7; Horgen ;137; Oberrieden ;161;7;1;169;01.01.2018;2018;88;;5085;0.03166175;0.001376598;0.000196657;0.033235005;;;;;;;;;;;;;;
4; Dielsdorf ;93; Oberweningen ;68;;1;69;01.01.2019;2019;100;104.625;1791;0.037967616;0;0.000558347;0.038525963;0.037051684;0.025517048;0.000208837;0.062777569;-12;-10.71%;0.00309054;8.86%;-0.03945112;-100.00%;0.00055835;#DIV/0!;-0.03580223;-48.17%
4; Dielsdorf ;93; Oberweningen ;61;69;0;130;01.01.2012;2012;112;;1749;0.034877073;0.039451115;0;0.074328188;;;;;;;;;;;;;;
4; Dielsdorf ;93; Oberweningen ;70;68;0;138;01.01.2013;2013;107;;1748;0.040045767;0.038901602;0;0.078947368;;;;;;;;;;;;;;
4; Dielsdorf ;93; Oberweningen ;65;67;0;132;01.01.2014;2014;104;;1823;0.035655513;0.036752606;0;0.072408118;;;;;;;;;;;;;;
4; Dielsdorf ;93; Oberweningen ;64;77;0;141;01.01.2015;2015;104;;1796;0.035634744;0.042873051;0;0.078507795;;;;;;;;;;;;;;
4; Dielsdorf ;93; Oberweningen ;64;80;0;144;01.01.2016;2016;104;;1776;0.036036036;0.045045045;0;0.081081081;;;;;;;;;;;;;;
4; Dielsdorf ;93; Oberweningen ;70;2;1;73;01.01.2017;2017;104;;1797;0.038953812;0.001112966;0.000556483;0.040623261;;;;;;;;;;;;;;
4; Dielsdorf ;93; Oberweningen ;67;;1;68;01.01.2018;2018;102;;1799;0.037242913;0;0.000555864;0.037798777;;;;;;;;;;;;;;
1; Affoltern ;10; Obfelden ;148;41;1;190;01.01.2019;2019;121;119.5;5725;0.025851528;0.007161572;0.000174672;0.033187773;0.030034715;0.006098911;0.000264707;0.036372443;3;2.54%;-0.00956687;-27.01%;0.00177632;32.98%;-0.00023958;-57.83%;-0.007823;-19.08%
1; Affoltern ;10; Obfelden ;171;26;2;198;01.01.2012;2012;118;;4828;0.035418393;0.005385253;0.00041425;0.041010771;;;;;;;;;;;;;;
1; Affoltern ;10; Obfelden ;141;28;1;170;01.01.2013;2013;115;;4861;0.029006377;0.005760132;0.000205719;0.034972228;;;;;;;;;;;;;;
1; Affoltern ;10; Obfelden ;162;32;1;195;01.01.2014;2014;118;;4925;0.032893401;0.006497462;0.000203046;0.039593909;;;;;;;;;;;;;;
1; Affoltern ;10; Obfelden ;156;32;1;189;01.01.2015;2015;119;;5007;0.031156381;0.006391053;0.00019972;0.037747154;;;;;;;;;;;;;;
1; Affoltern ;10; Obfelden ;153;29;1;183;01.01.2016;2016;123;;5119;0.02988865;0.005665169;0.000195351;0.03574917;;;;;;;;;;;;;;
1; Affoltern ;10; Obfelden ;152;35;1;188;01.01.2017;2017;121;;5340;0.028464419;0.006554307;0.000187266;0.035205993;;;;;;;;;;;;;;
1; Affoltern ;10; Obfelden ;154;30;3;187;01.01.2018;2018;121;;5580;0.027598566;0.005376344;0.000537634;0.033512545;;;;;;;;;;;;;;
5; Dietikon ;246; Oetwil a.d.L ;50;6;1;57;01.01.2019;2019;103;93.75;2518;0.019857029;0.002382844;0.000397141;0.022637014;0.02147687;0.003139449;0.000416114;0.024925793;13;14.44%;-0.00292887;-12.85%;-0.00062661;-20.82%;-0.00003278;-7.63%;-0.00315834;-12.24%
5; Dietikon ;246; Oetwil a.d.L ;53;7;1;60;01.01.2012;2012;90;;2326;0.022785899;0.003009458;0.000429923;0.025795357;;;;;;;;;;;;;;
5; Dietikon ;246; Oetwil a.d.L ;56;9;1;66;01.01.2013;2013;88;;2293;0.024422154;0.003924989;0.00043611;0.028783253;;;;;;;;;;;;;;
5; Dietikon ;246; Oetwil a.d.L ;54;9;1;64;01.01.2014;2014;88;;2310;0.023376623;0.003896104;0.0004329;0.027705628;;;;;;;;;;;;;;
5; Dietikon ;246; Oetwil a.d.L ;57;9;1;66;01.01.2015;2015;93;;2363;0.024121879;0.003808718;0.000423191;0.027930597;;;;;;;;;;;;;;
5; Dietikon ;246; Oetwil a.d.L ;48;8;1;57;01.01.2016;2016;93;;2432;0.019736842;0.003289474;0.000411184;0.0234375;;;;;;;;;;;;;;
5; Dietikon ;246; Oetwil a.d.L ;46;7;1;54;01.01.2017;2017;94;;2464;0.018668831;0.002840909;0.000405844;0.021915584;;;;;;;;;;;;;;
5; Dietikon ;246; Oetwil a.d.L ;48;5;1;54;01.01.2018;2018;101;;2547;0.018845701;0.001963094;0.000392619;0.021201413;;;;;;;;;;;;;;
8; Meilen ;157; Oetwil a.S. ;126;28;0;154;01.01.2019;2019;119;119.75;4844;0.026011561;0.005780347;0;0.031791908;0.024276403;0.006081687;0;0.030331271;-3;-2.46%;-0.0001653;-0.63%;-0.00037891;-6.15%;0;#DIV/0!;-0.00054421;-1.68%
8; Meilen ;157; Oetwil a.S. ;119;28;0;147;01.01.2012;2012;122;;4546;0.026176859;0.006159261;0;0.03233612;;;;;;;;;;;;;;
8; Meilen ;157; Oetwil a.S. ;114;28;0;142;01.01.2013;2013;122;;4577;0.024907144;0.006117544;0;0.031024689;;;;;;;;;;;;;;
8; Meilen ;157; Oetwil a.S. ;116;29;0;145;01.01.2014;2014;119;;4581;0.025321982;0.006330496;0;0.031652478;;;;;;;;;;;;;;
8; Meilen ;157; Oetwil a.S. ;114;29;0;142;01.01.2015;2015;119;;4661;0.024458271;0.006221841;0;0.030465565;;;;;;;;;;;;;;
8; Meilen ;157; Oetwil a.S. ;104;28;0;132;01.01.2016;2016;119;;4732;0.021978022;0.00591716;0;0.027895182;;;;;;;;;;;;;;
8; Meilen ;157; Oetwil a.S. ;107;30;0;137;01.01.2017;2017;119;;4754;0.022507362;0.006310475;0;0.028817838;;;;;;;;;;;;;;
8; Meilen ;157; Oetwil a.S. ;110;28;0;138;01.01.2018;2018;119;;4814;0.022850021;0.005816369;0;0.02866639;;;;;;;;;;;;;;
3; Buelach ;66; Opfikon ;403;141;1;545;01.01.2019;2019;94;99.125;20889;0.019292451;0.006749964;4.79E-05;0.026090287;0.020556346;0.007433671;0.000190649;0.028180665;-5;-5.05%;-0.00414164;-17.67%;-0.00253642;-27.31%;-0.00026372;-84.63%;-0.00694181;-21.02%
